code,year,value,inicator
THA,2006,9.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2007,8.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2008,8.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2009,8.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2010,8.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2011,8.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2012,8.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2013,8.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2014,7.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2015,7.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2016,7.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
THA,2019,7806.74,SPP_GDPPC: GDP per capita (current US$)
TLS,1985,221.02,CME_MRY0T4: Under-five mortality rate
TLS,1986,211.05,CME_MRY0T4: Under-five mortality rate
TLS,1987,201.48,CME_MRY0T4: Under-five mortality rate
TLS,1988,192.26,CME_MRY0T4: Under-five mortality rate
TLS,1989,183.62,CME_MRY0T4: Under-five mortality rate
TLS,1990,175.53,CME_MRY0T4: Under-five mortality rate
TLS,1991,167.91,CME_MRY0T4: Under-five mortality rate
TLS,1992,160.70,CME_MRY0T4: Under-five mortality rate
TLS,1993,153.74,CME_MRY0T4: Under-five mortality rate
TLS,1994,146.91,CME_MRY0T4: Under-five mortality rate
TLS,1995,140.40,CME_MRY0T4: Under-five mortality rate
TLS,1996,134.14,CME_MRY0T4: Under-five mortality rate
TLS,1997,128.13,CME_MRY0T4: Under-five mortality rate
TLS,1998,122.34,CME_MRY0T4: Under-five mortality rate
TLS,1999,116.73,CME_MRY0T4: Under-five mortality rate
TLS,2000,111.34,CME_MRY0T4: Under-five mortality rate
TLS,2001,106.07,CME_MRY0T4: Under-five mortality rate
TLS,2002,101.14,CME_MRY0T4: Under-five mortality rate
TLS,2003,96.37,CME_MRY0T4: Under-five mortality rate
TLS,2004,91.80,CME_MRY0T4: Under-five mortality rate
TLS,2005,87.58,CME_MRY0T4: Under-five mortality rate
TLS,2006,83.67,CME_MRY0T4: Under-five mortality rate
TLS,2007,80.05,CME_MRY0T4: Under-five mortality rate
TLS,2008,76.81,CME_MRY0T4: Under-five mortality rate
TLS,2009,73.99,CME_MRY0T4: Under-five mortality rate
TLS,2010,71.43,CME_MRY0T4: Under-five mortality rate
TLS,2011,69.22,CME_MRY0T4: Under-five mortality rate
TLS,2012,67.16,CME_MRY0T4: Under-five mortality rate
TLS,2013,65.31,CME_MRY0T4: Under-five mortality rate
TLS,2014,63.47,CME_MRY0T4: Under-five mortality rate
TLS,2015,61.57,CME_MRY0T4: Under-five mortality rate
TLS,2016,59.66,CME_MRY0T4: Under-five mortality rate
TLS,2017,57.69,CME_MRY0T4: Under-five mortality rate
TLS,2018,55.81,CME_MRY0T4: Under-five mortality rate
TLS,2019,53.92,CME_MRY0T4: Under-five mortality rate
TLS,2020,52.16,CME_MRY0T4: Under-five mortality rate
TLS,2021,50.55,CME_MRY0T4: Under-five mortality rate
TLS,1970,37.17,DM_LIFE_EXP: Life expectancy
TLS,1971,37.72,DM_LIFE_EXP: Life expectancy
TLS,1972,38.32,DM_LIFE_EXP: Life expectancy
TLS,1973,38.99,DM_LIFE_EXP: Life expectancy
TLS,1974,36.88,DM_LIFE_EXP: Life expectancy
TLS,1975,24.83,DM_LIFE_EXP: Life expectancy
TLS,1976,25.96,DM_LIFE_EXP: Life expectancy
TLS,1977,24.43,DM_LIFE_EXP: Life expectancy
TLS,1978,21.84,DM_LIFE_EXP: Life expectancy
TLS,1979,22.53,DM_LIFE_EXP: Life expectancy
TLS,1980,28.45,DM_LIFE_EXP: Life expectancy
TLS,1981,29.57,DM_LIFE_EXP: Life expectancy
TLS,1982,30.82,DM_LIFE_EXP: Life expectancy
TLS,1983,31.63,DM_LIFE_EXP: Life expectancy
TLS,1984,33.75,DM_LIFE_EXP: Life expectancy
TLS,1985,33.80,DM_LIFE_EXP: Life expectancy
TLS,1986,34.34,DM_LIFE_EXP: Life expectancy
TLS,1987,35.64,DM_LIFE_EXP: Life expectancy
TLS,1988,35.75,DM_LIFE_EXP: Life expectancy
TLS,1989,44.55,DM_LIFE_EXP: Life expectancy
TLS,1990,44.95,DM_LIFE_EXP: Life expectancy
TLS,1991,44.98,DM_LIFE_EXP: Life expectancy
TLS,1992,46.28,DM_LIFE_EXP: Life expectancy
TLS,1993,47.25,DM_LIFE_EXP: Life expectancy
TLS,1994,48.25,DM_LIFE_EXP: Life expectancy
TLS,1995,48.02,DM_LIFE_EXP: Life expectancy
TLS,1996,48.82,DM_LIFE_EXP: Life expectancy
TLS,1997,49.52,DM_LIFE_EXP: Life expectancy
TLS,1998,49.12,DM_LIFE_EXP: Life expectancy
TLS,1999,45.70,DM_LIFE_EXP: Life expectancy
TLS,2000,58.57,DM_LIFE_EXP: Life expectancy
TLS,2001,59.36,DM_LIFE_EXP: Life expectancy
TLS,2002,60.15,DM_LIFE_EXP: Life expectancy
TLS,2003,60.87,DM_LIFE_EXP: Life expectancy
TLS,2004,61.63,DM_LIFE_EXP: Life expectancy
TLS,2005,62.33,DM_LIFE_EXP: Life expectancy
TLS,2006,63.07,DM_LIFE_EXP: Life expectancy
TLS,2007,63.72,DM_LIFE_EXP: Life expectancy
TLS,2008,64.33,DM_LIFE_EXP: Life expectancy
TLS,2009,64.85,DM_LIFE_EXP: Life expectancy
TLS,2010,65.30,DM_LIFE_EXP: Life expectancy
TLS,2011,65.70,DM_LIFE_EXP: Life expectancy
TLS,2012,66.08,DM_LIFE_EXP: Life expectancy
TLS,2013,66.44,DM_LIFE_EXP: Life expectancy
TLS,2014,66.79,DM_LIFE_EXP: Life expectancy
TLS,2015,67.14,DM_LIFE_EXP: Life expectancy
TLS,2016,67.45,DM_LIFE_EXP: Life expectancy
TLS,2017,67.75,DM_LIFE_EXP: Life expectancy
TLS,2018,68.02,DM_LIFE_EXP: Life expectancy
TLS,2019,68.27,DM_LIFE_EXP: Life expectancy
TLS,2020,68.48,DM_LIFE_EXP: Life expectancy
TLS,2021,67.74,DM_LIFE_EXP: Life expectancy
TLS,1970,554.02,DM_POP_TOT: Total population
TLS,1971,563.95,DM_POP_TOT: Total population
TLS,1972,574.01,DM_POP_TOT: Total population
TLS,1973,584.04,DM_POP_TOT: Total population
TLS,1974,592.28,DM_POP_TOT: Total population
TLS,1975,600.13,DM_POP_TOT: Total population
TLS,1976,609.65,DM_POP_TOT: Total population
TLS,1977,619.31,DM_POP_TOT: Total population
TLS,1978,627.67,DM_POP_TOT: Total population
TLS,1979,634.55,DM_POP_TOT: Total population
TLS,1980,642.22,DM_POP_TOT: Total population
TLS,1981,649.25,DM_POP_TOT: Total population
TLS,1982,655.11,DM_POP_TOT: Total population
TLS,1983,662.41,DM_POP_TOT: Total population
TLS,1984,671.37,DM_POP_TOT: Total population
TLS,1985,682.11,DM_POP_TOT: Total population
TLS,1986,694.25,DM_POP_TOT: Total population
TLS,1987,707.76,DM_POP_TOT: Total population
TLS,1988,722.69,DM_POP_TOT: Total population
TLS,1989,739.73,DM_POP_TOT: Total population
TLS,1990,758.11,DM_POP_TOT: Total population
TLS,1991,772.66,DM_POP_TOT: Total population
TLS,1992,783.71,DM_POP_TOT: Total population
TLS,1993,795.18,DM_POP_TOT: Total population
TLS,1994,807.11,DM_POP_TOT: Total population
TLS,1995,819.23,DM_POP_TOT: Total population
TLS,1996,831.27,DM_POP_TOT: Total population
TLS,1997,843.34,DM_POP_TOT: Total population
TLS,1998,855.41,DM_POP_TOT: Total population
TLS,1999,866.65,DM_POP_TOT: Total population
TLS,2000,878.36,DM_POP_TOT: Total population
TLS,2001,893.00,DM_POP_TOT: Total population
TLS,2002,909.64,DM_POP_TOT: Total population
TLS,2003,926.72,DM_POP_TOT: Total population
TLS,2004,945.99,DM_POP_TOT: Total population
TLS,2005,969.31,DM_POP_TOT: Total population
TLS,2006,994.56,DM_POP_TOT: Total population
TLS,2007,1019.36,DM_POP_TOT: Total population
TLS,2008,1043.08,DM_POP_TOT: Total population
TLS,2009,1065.54,DM_POP_TOT: Total population
TLS,2010,1088.49,DM_POP_TOT: Total population
TLS,2011,1112.98,DM_POP_TOT: Total population
TLS,2012,1137.68,DM_POP_TOT: Total population
TLS,2013,1161.56,DM_POP_TOT: Total population
TLS,2014,1184.83,DM_POP_TOT: Total population
TLS,2015,1205.81,DM_POP_TOT: Total population
TLS,2016,1224.56,DM_POP_TOT: Total population
TLS,2017,1243.24,DM_POP_TOT: Total population
TLS,2018,1261.85,DM_POP_TOT: Total population
TLS,2019,1280.44,DM_POP_TOT: Total population
TLS,2020,1300.00,DM_POP_TOT: Total population
TLS,2021,1320.94,DM_POP_TOT: Total population
TLS,2018,6.79,ECON_GVT_EDU_EXP_PTGDP: government expenditure on education (% GDP)
TLS,2018,2.62,ECON_GVT_HLTH_EXP_PTGDP: government expenditure on health (% GDP)
TLS,2018,83.54,ED_15-24_LR: Youth literacy rate for 15-24 years
TLS,2016,80.69,ED_CR_L1: Completion rate for children of primary school age
TLS,2016,66.04,ED_CR_L2: Completion rate for adolescents of lower secondary school age
TLS,1975,12.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1976,12.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1977,12.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1978,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1979,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1980,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1981,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1982,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1983,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1984,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1985,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1986,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1987,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1988,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1989,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1990,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1991,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1992,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1993,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1994,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1995,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1996,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1997,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1998,12.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,1999,12.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2000,12.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2001,12.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2002,12.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2003,12.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2004,12.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2005,12.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2006,11.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2007,11.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2008,11.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2009,11.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2010,11.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2011,11.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2012,11.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2013,11.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2014,11.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2015,11.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2016,11.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TLS,2019,1560.51,SPP_GDPPC: GDP per capita (current US$)
TGO,1970,225.61,CME_MRY0T4: Under-five mortality rate
TGO,1971,220.89,CME_MRY0T4: Under-five mortality rate
TGO,1972,216.22,CME_MRY0T4: Under-five mortality rate
TGO,1973,211.41,CME_MRY0T4: Under-five mortality rate
TGO,1974,206.73,CME_MRY0T4: Under-five mortality rate
TGO,1975,201.98,CME_MRY0T4: Under-five mortality rate
TGO,1976,197.33,CME_MRY0T4: Under-five mortality rate
TGO,1977,192.82,CME_MRY0T4: Under-five mortality rate
TGO,1978,188.24,CME_MRY0T4: Under-five mortality rate
TGO,1979,183.68,CME_MRY0T4: Under-five mortality rate
TGO,1980,179.34,CME_MRY0T4: Under-five mortality rate
TGO,1981,175.08,CME_MRY0T4: Under-five mortality rate
TGO,1982,171.04,CME_MRY0T4: Under-five mortality rate
TGO,1983,167.22,CME_MRY0T4: Under-five mortality rate
TGO,1984,163.65,CME_MRY0T4: Under-five mortality rate
TGO,1985,160.33,CME_MRY0T4: Under-five mortality rate
TGO,1986,157.24,CME_MRY0T4: Under-five mortality rate
TGO,1987,154.55,CME_MRY0T4: Under-five mortality rate
TGO,1988,152.01,CME_MRY0T4: Under-five mortality rate
TGO,1989,149.70,CME_MRY0T4: Under-five mortality rate
TGO,1990,147.50,CME_MRY0T4: Under-five mortality rate
TGO,1991,145.52,CME_MRY0T4: Under-five mortality rate
TGO,1992,143.50,CME_MRY0T4: Under-five mortality rate
TGO,1993,141.34,CME_MRY0T4: Under-five mortality rate
TGO,1994,139.01,CME_MRY0T4: Under-five mortality rate
TGO,1995,136.42,CME_MRY0T4: Under-five mortality rate
TGO,1996,133.57,CME_MRY0T4: Under-five mortality rate
TGO,1997,130.41,CME_MRY0T4: Under-five mortality rate
TGO,1998,127.01,CME_MRY0T4: Under-five mortality rate
TGO,1999,123.55,CME_MRY0T4: Under-five mortality rate
TGO,2000,120.01,CME_MRY0T4: Under-five mortality rate
TGO,2001,116.50,CME_MRY0T4: Under-five mortality rate
TGO,2002,113.02,CME_MRY0T4: Under-five mortality rate
TGO,2003,109.63,CME_MRY0T4: Under-five mortality rate
TGO,2004,106.37,CME_MRY0T4: Under-five mortality rate
TGO,2005,103.23,CME_MRY0T4: Under-five mortality rate
TGO,2006,100.26,CME_MRY0T4: Under-five mortality rate
TGO,2007,97.41,CME_MRY0T4: Under-five mortality rate
TGO,2008,94.62,CME_MRY0T4: Under-five mortality rate
TGO,2009,91.86,CME_MRY0T4: Under-five mortality rate
TGO,2010,89.09,CME_MRY0T4: Under-five mortality rate
TGO,2011,86.40,CME_MRY0T4: Under-five mortality rate
TGO,2012,83.70,CME_MRY0T4: Under-five mortality rate
TGO,2013,81.06,CME_MRY0T4: Under-five mortality rate
TGO,2014,78.46,CME_MRY0T4: Under-five mortality rate
TGO,2015,75.93,CME_MRY0T4: Under-five mortality rate
TGO,2016,73.51,CME_MRY0T4: Under-five mortality rate
TGO,2017,71.16,CME_MRY0T4: Under-five mortality rate
TGO,2018,68.80,CME_MRY0T4: Under-five mortality rate
TGO,2019,66.65,CME_MRY0T4: Under-five mortality rate
TGO,2020,64.61,CME_MRY0T4: Under-five mortality rate
TGO,2021,62.60,CME_MRY0T4: Under-five mortality rate
TGO,1970,46.12,DM_LIFE_EXP: Life expectancy
TGO,1971,46.59,DM_LIFE_EXP: Life expectancy
TGO,1972,47.09,DM_LIFE_EXP: Life expectancy
TGO,1973,47.60,DM_LIFE_EXP: Life expectancy
TGO,1974,48.10,DM_LIFE_EXP: Life expectancy
TGO,1975,48.73,DM_LIFE_EXP: Life expectancy
TGO,1976,49.33,DM_LIFE_EXP: Life expectancy
TGO,1977,49.76,DM_LIFE_EXP: Life expectancy
TGO,1978,50.23,DM_LIFE_EXP: Life expectancy
TGO,1979,50.76,DM_LIFE_EXP: Life expectancy
TGO,1980,51.23,DM_LIFE_EXP: Life expectancy
TGO,1981,51.76,DM_LIFE_EXP: Life expectancy
TGO,1982,52.26,DM_LIFE_EXP: Life expectancy
TGO,1983,52.63,DM_LIFE_EXP: Life expectancy
TGO,1984,53.09,DM_LIFE_EXP: Life expectancy
TGO,1985,53.43,DM_LIFE_EXP: Life expectancy
TGO,1986,53.71,DM_LIFE_EXP: Life expectancy
TGO,1987,54.05,DM_LIFE_EXP: Life expectancy
TGO,1988,54.35,DM_LIFE_EXP: Life expectancy
TGO,1989,54.39,DM_LIFE_EXP: Life expectancy
TGO,1990,54.37,DM_LIFE_EXP: Life expectancy
TGO,1991,54.27,DM_LIFE_EXP: Life expectancy
TGO,1992,54.30,DM_LIFE_EXP: Life expectancy
TGO,1993,54.20,DM_LIFE_EXP: Life expectancy
TGO,1994,54.04,DM_LIFE_EXP: Life expectancy
TGO,1995,54.04,DM_LIFE_EXP: Life expectancy
TGO,1996,54.10,DM_LIFE_EXP: Life expectancy
TGO,1997,54.19,DM_LIFE_EXP: Life expectancy
TGO,1998,54.20,DM_LIFE_EXP: Life expectancy
TGO,1999,54.54,DM_LIFE_EXP: Life expectancy
TGO,2000,54.74,DM_LIFE_EXP: Life expectancy
TGO,2001,54.86,DM_LIFE_EXP: Life expectancy
TGO,2002,55.31,DM_LIFE_EXP: Life expectancy
TGO,2003,55.64,DM_LIFE_EXP: Life expectancy
TGO,2004,55.57,DM_LIFE_EXP: Life expectancy
TGO,2005,55.96,DM_LIFE_EXP: Life expectancy
TGO,2006,56.22,DM_LIFE_EXP: Life expectancy
TGO,2007,56.51,DM_LIFE_EXP: Life expectancy
TGO,2008,56.69,DM_LIFE_EXP: Life expectancy
TGO,2009,57.01,DM_LIFE_EXP: Life expectancy
TGO,2010,57.30,DM_LIFE_EXP: Life expectancy
TGO,2011,57.92,DM_LIFE_EXP: Life expectancy
TGO,2012,58.07,DM_LIFE_EXP: Life expectancy
TGO,2013,58.68,DM_LIFE_EXP: Life expectancy
TGO,2014,58.85,DM_LIFE_EXP: Life expectancy
TGO,2015,59.40,DM_LIFE_EXP: Life expectancy
TGO,2016,59.55,DM_LIFE_EXP: Life expectancy
TGO,2017,60.15,DM_LIFE_EXP: Life expectancy
TGO,2018,60.24,DM_LIFE_EXP: Life expectancy
TGO,2019,60.90,DM_LIFE_EXP: Life expectancy
TGO,2020,61.04,DM_LIFE_EXP: Life expectancy
TGO,2021,61.62,DM_LIFE_EXP: Life expectancy
TGO,1970,2197.38,DM_POP_TOT: Total population
TGO,1971,2267.21,DM_POP_TOT: Total population
TGO,1972,2330.70,DM_POP_TOT: Total population
TGO,1973,2390.91,DM_POP_TOT: Total population
TGO,1974,2450.34,DM_POP_TOT: Total population
TGO,1975,2509.71,DM_POP_TOT: Total population
TGO,1976,2569.67,DM_POP_TOT: Total population
TGO,1977,2630.63,DM_POP_TOT: Total population
TGO,1978,2693.40,DM_POP_TOT: Total population
TGO,1979,2761.24,DM_POP_TOT: Total population
TGO,1980,2838.11,DM_POP_TOT: Total population
TGO,1981,2925.87,DM_POP_TOT: Total population
TGO,1982,3023.34,DM_POP_TOT: Total population
TGO,1983,3126.64,DM_POP_TOT: Total population
TGO,1984,3232.24,DM_POP_TOT: Total population
TGO,1985,3336.51,DM_POP_TOT: Total population
TGO,1986,3439.37,DM_POP_TOT: Total population
TGO,1987,3544.93,DM_POP_TOT: Total population
TGO,1988,3653.42,DM_POP_TOT: Total population
TGO,1989,3763.66,DM_POP_TOT: Total population
TGO,1990,3875.95,DM_POP_TOT: Total population
TGO,1991,3990.22,DM_POP_TOT: Total population
TGO,1992,4106.22,DM_POP_TOT: Total population
TGO,1993,4078.39,DM_POP_TOT: Total population
TGO,1994,4092.61,DM_POP_TOT: Total population
TGO,1995,4279.57,DM_POP_TOT: Total population
TGO,1996,4445.88,DM_POP_TOT: Total population
TGO,1997,4592.55,DM_POP_TOT: Total population
TGO,1998,4728.30,DM_POP_TOT: Total population
TGO,1999,4867.94,DM_POP_TOT: Total population
TGO,2000,5008.04,DM_POP_TOT: Total population
TGO,2001,5145.43,DM_POP_TOT: Total population
TGO,2002,5281.54,DM_POP_TOT: Total population
TGO,2003,5421.00,DM_POP_TOT: Total population
TGO,2004,5565.22,DM_POP_TOT: Total population
TGO,2005,5711.60,DM_POP_TOT: Total population
TGO,2006,5874.24,DM_POP_TOT: Total population
TGO,2007,6047.54,DM_POP_TOT: Total population
TGO,2008,6222.48,DM_POP_TOT: Total population
TGO,2009,6398.62,DM_POP_TOT: Total population
TGO,2010,6571.86,DM_POP_TOT: Total population
TGO,2011,6748.67,DM_POP_TOT: Total population
TGO,2012,6926.63,DM_POP_TOT: Total population
TGO,2013,7106.23,DM_POP_TOT: Total population
TGO,2014,7288.38,DM_POP_TOT: Total population
TGO,2015,7473.23,DM_POP_TOT: Total population
TGO,2016,7661.35,DM_POP_TOT: Total population
TGO,2017,7852.80,DM_POP_TOT: Total population
TGO,2018,8046.68,DM_POP_TOT: Total population
TGO,2019,8243.09,DM_POP_TOT: Total population
TGO,2020,8442.58,DM_POP_TOT: Total population
TGO,2021,8644.83,DM_POP_TOT: Total population
TGO,2018,5.37,ECON_GVT_EDU_EXP_PTGDP: government expenditure on education (% GDP)
TGO,2018,1.05,ECON_GVT_HLTH_EXP_PTGDP: government expenditure on health (% GDP)
TGO,2019,87.89,ED_15-24_LR: Youth literacy rate for 15-24 years
TGO,2017,79.83,ED_CR_L1: Completion rate for children of primary school age
TGO,2017,47.39,ED_CR_L2: Completion rate for adolescents of lower secondary school age
TGO,1975,13.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1976,13.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1977,12.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1978,12.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1979,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1980,12.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1981,12.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
TGO,1982,12.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
